apple,microsoft,amazon com,tesla,alphabet,alphabet,berkshire hathaway,johnson & johnson,unitedhealth,nvidia,meta platforms,procter & gamble,jpmorgan chase &,exxon mobil,visa,home depot,chevron,mastercard,abbvie,pfizer,bank of,coca cola,costco wholesale,eli lilly,pepsico,broadcom,walmart,cisco systems,merck &,walt disney,verizon communications,abbott laboratories,thermo fisher scientific,comcast,accenture,adobe,mcdonalds,intel corporation,wells fargo,bristol myers squibb,philip morris,danaher,salesforce,texas instrument,qualcomm,union pacific,nike,raytheon technologies,nextera,medtronic,amgen,advanced micro devices,at&t,lowes companies,cvs health,united parcel service,s&p global,honeywell,anthem,prologis,international business machines,conocophillips,oracle,american tower,caterpillar,target,intuit,american express,morgan stanley,lockheed martin,deere,charles schwab,goldman sachs,altria,citigroup,paypal holdings,applied material,automatic data processing,blackrock,servicenow,boeing,mondelez,booking holdings,general electric,starbucks,chubb ltd,duke,stryker,intuitive surgical,netflix,marsh & mclennan,zoetis,3m,cigna,crown castle,analog devices,southern,gilead sciences,cme,blackstone,csx,micron technology,t mobile us,tjx,becton dickinson,pnc financial services,edwards lifesciences,waste management,regeneron,vertex,aon,us bancorp,dominion,truist financial,colgate palmolive,equinix,sherwin williams,eog resources,northrop grumman,lam research,intercontinental exchange,progressive,illinois tool,norfolk southern,boston scientific,public storage,activision blizzard,freeport mcmoran,general dynamics,charter communications,estee lauder,fidelity national information serv,newmont,ford motor,fiserv,dollar general,eaton,palo alto networks,humana,schlumberger,capital one financial,emerson electric,hca healthcare,sempra,marathon petroleum,general motors,air products and chemicals,moodys,uber technologies,archer daniels midland,dow,american electric power,moderna,roper technologies,pioneer natural resource,fedex,marvell technology,marriott,block,oreilly automotive,american,kla,mckesson,centene,exelon,l3harris technologies,kimberly clark,metlife,occidental petroleum,autozone,sysco,nxp semiconductors,illumina,warner bros. discovery inc series,cognizant technology solutions,general mills,valero,synopsys,nucor,johnson controls,ecolab,digital realty,prudential financial,travelers companies,cadence design systems,welltower,paychex,williams,hilton worldwide holdings,corteva,autodesk,dexcom,fortinet,realty income,kroger,chipotle mexican grill,simon property,crowdstrike holdings,lululemon athletica,amphenol,xcel,iqvia holdings,hp,aflac,workday,constellation brands,idexx laboratories,twitter,phillips 66,devon,dollar tree,sba communications reit corp class,global payments,allstate,public service enterprise,motorola solutions,snowflake,ross stores,kinder morgan,agilent technologies,arthur j gallagher,microchip technology,baxter,parker hannifin,cintas,electronic arts,carrier global,dupont de nemours,msci,consolidated edison,avalonbay communities,atlassian,yum brands,trane technologies,ebay,equity residential,verisk analytics,hershey foods,wec,monster beverage,transdigm,walgreen boots alliance,bank of new york mellon,alexandria real estate equities,fastenal,cheniere,discover financial services,resmed,halliburton,weyerhaeuser,international flavors & fragrances,eversource,datadog,otis worldwide,biogen,m&t bank,t rowe price,willis towers watson,ameriprise finance,ppg industries,kraft heinz,oneok,svb financial,rockwell automation,ametek,paccar,mettler toledo,american water works,align technology,hess,kkr and,republic services,old dominion freight line,aptiv,cummins,arista networks,cerner,cbre,first republic bank,lyondellbasell industries nv class,corning,tyson foods,delta air lines,extra space storage,southwest airlines,expedia,trade desk,edison,zimmer biomet holdings,keysight technologies,dte,keurig dr pepper,ball,fifth third bancorp,invitation homes,veeva systems,mccormick & co non voting,church and dwight,equifax
174.61,308.76,3023.87,931.25,2752.88,2757.57,313.96,170.88,468.41,246.38,319.0,159.74,151.15,80.83,232.36,368.7,134.79,392.06,137.0,53.07,46.94,60.56,508.41,248.28,172.34,592.72,140.91,55.37,81.92,144.49,53.2,127.2,594.31,49.94,353.42,535.98,258.99,48.95,55.6,65.19,103.25,287.29,232.12,181.29,177.13,246.71,148.22,90.73,77.23,103.59,228.68,116.78,18.43,238.35,106.27,230.69,417.46,205.34,438.9,153.52,135.53,91.54,81.04,250.15,205.35,219.23,560.83,183.54,103.95,387.01,377.88,90.06,364.06,50.64,66.56,175.8,138.61,205.56,825.95,586.54,208.34,66.68,2465.64,97.95,98.76,199.87,103.45,248.6,286.51,457.13,153.52,198.87,167.43,225.91,180.57,165.37,67.99,68.47,232.02,134.95,34.72,81.45,109.55,72.8,253.23,209.74,108.37,149.76,613.36,245.66,276.81,59.27,80.03,64.02,81.92,715.29,293.09,113.18,370.58,589.47,127.04,108.1,233.04,274.4,43.5,355.34,79.06,39.02,212.87,596.89,315.02,121.71,61.33,20.66,108.66,209.12,159.39,512.86,390.68,39.52,150.49,92.48,237.33,136.12,74.02,54.07,284.63,343.9,38.61,75.53,61.81,88.35,172.74,441.99,224.22,252.0,72.42,163.02,127.61,656.99,59.11,388.03,256.92,76.95,57.83,209.92,137.26,68.09,39.29,2011.57,79.46,208.2,356.45,27.17,86.42,68.25,86.55,311.82,107.46,72.31,191.66,147.74,113.67,167.99,151.61,84.66,118.1,30.52,145.72,47.93,249.77,435.04,302.18,69.13,44.13,1512.45,147.36,182.15,344.91,79.12,68.49,247.1,37.46,62.89,252.74,235.66,513.51,38.12,87.66,52.56,134.24,322.37,151.62,118.72,66.26,231.8,283.76,98.54,17.41,141.03,156.85,78.29,84.93,317.21,387.32,129.94,47.05,77.89,545.4,86.05,244.48,325.87,123.58,167.18,60.48,88.1,196.57,195.73,95.16,86.47,624.48,49.75,60.69,195.28,56.51,115.05,118.02,232.16,31.37,40.63,134.1,87.97,147.78,83.56,229.37,172.85,155.75,236.11,308.1,157.35,36.13,61.87,605.88,290.1,137.09,95.33,1496.43,158.71,508.56,93.5,72.46,125.98,306.19,139.99,225.53,124.3,91.25,101.53,176.77,99.53,42.17,91.06,40.49,197.56,45.18,188.06,71.09,61.67,123.99,169.06,118.48,38.14,96.57,45.94,41.82,238.1,100.49,102.15,242.22
175.84,313.46,3012.25,905.66,2960.0,2960.73,319.6,172.77,479.78,252.42,323.0,162.6,149.94,80.62,235.42,373.73,135.41,396.75,138.62,53.86,46.89,61.18,522.02,250.83,175.47,603.43,140.85,56.17,82.01,142.62,53.8,130.04,604.13,49.99,359.47,533.09,262.28,49.51,55.93,64.8,103.9,294.43,225.01,187.84,188.2,251.26,148.71,92.54,77.73,103.37,228.93,122.76,18.52,239.11,108.9,232.11,422.07,207.55,444.16,157.33,137.25,92.21,82.5,252.34,204.94,217.61,562.3,184.16,103.92,387.34,374.48,90.36,363.06,50.5,66.23,132.57,140.76,207.9,822.51,581.15,207.52,67.9,2440.98,98.04,97.73,207.53,105.0,254.47,292.94,429.48,154.77,202.17,166.66,230.02,184.0,168.91,68.81,65.82,239.37,137.98,35.21,84.51,109.58,72.03,256.67,210.87,112.84,148.12,622.85,253.57,278.63,59.77,81.32,64.57,82.8,716.55,294.32,112.92,370.98,611.77,129.03,109.48,235.97,280.08,41.44,370.36,79.25,39.39,214.08,600.24,319.17,120.11,62.11,20.63,108.36,206.69,161.41,509.4,401.22,39.25,149.62,97.56,240.79,138.2,78.5,53.5,284.35,347.05,37.17,76.69,61.66,89.88,169.61,452.32,223.48,251.82,74.08,160.87,114.04,672.42,60.25,395.46,258.46,78.82,42.86,211.74,135.62,68.53,39.62,2064.18,79.99,210.35,356.23,27.69,88.24,68.77,86.61,315.63,111.98,72.32,192.48,149.23,114.8,172.72,153.13,84.85,120.11,30.68,144.59,48.13,248.0,435.67,309.88,69.8,44.1,1484.57,149.55,177.04,349.19,80.45,69.59,254.45,38.16,63.69,242.85,240.44,534.23,36.51,87.7,53.24,133.73,323.57,150.83,117.69,67.28,237.66,268.28,97.33,17.41,144.24,157.09,79.04,85.55,319.71,391.45,137.17,47.51,79.15,549.83,87.15,251.63,314.29,125.19,164.95,58.54,92.0,200.11,198.54,96.12,87.21,628.07,50.41,61.05,196.92,57.26,117.14,117.46,237.2,31.41,41.47,133.4,88.68,142.2,83.27,224.96,175.82,156.85,237.86,313.21,157.62,36.38,62.89,607.99,294.35,139.79,96.09,1526.07,160.82,505.62,93.1,73.18,128.69,324.22,139.79,226.47,125.61,91.89,103.23,178.1,100.34,42.74,91.37,40.52,206.81,44.29,185.33,70.01,61.91,121.71,171.26,120.23,38.77,94.46,46.67,42.6,235.73,101.66,103.19,245.17
172.9,301.25,2776.91,891.14,2861.8,2853.01,315.23,172.76,488.77,239.48,237.76,164.14,148.7,79.68,231.54,364.81,134.2,390.07,140.73,53.38,46.43,61.61,521.77,244.81,175.37,580.85,140.99,55.2,79.01,140.03,53.79,130.11,594.93,49.64,345.55,510.83,260.64,48.28,55.17,64.07,103.81,289.91,212.77,175.59,179.1,244.35,145.31,92.81,75.77,102.17,224.04,120.08,18.54,234.11,108.72,228.69,413.15,191.74,451.79,156.44,137.78,90.87,81.94,250.7,200.59,213.22,535.59,184.04,102.29,389.7,370.89,88.89,358.88,50.42,65.26,124.3,136.51,205.13,805.77,560.85,206.39,67.94,2437.52,98.32,95.94,207.35,105.43,250.76,285.6,405.6,152.03,200.92,164.39,217.56,181.68,162.02,69.25,65.39,241.07,134.09,34.61,81.97,120.78,69.81,270.58,208.01,111.59,146.43,620.69,243.75,276.5,59.15,81.01,63.31,82.73,712.91,287.83,111.78,373.81,588.76,127.89,109.7,241.45,275.82,42.61,367.33,78.95,38.2,212.17,610.45,303.12,115.43,61.8,19.89,106.28,205.37,156.83,492.41,426.21,38.58,148.29,96.59,240.86,137.02,76.97,53.11,280.88,340.36,34.54,75.67,61.21,90.19,163.95,461.46,222.76,247.32,68.63,162.01,101.5,660.48,59.49,373.68,267.42,81.53,43.79,213.57,136.48,67.73,40.0,2030.17,79.23,198.34,356.66,28.93,86.06,69.05,85.09,303.51,112.25,68.88,189.24,147.0,113.39,172.07,146.42,82.76,118.86,30.31,144.15,48.53,237.76,418.73,297.0,68.67,45.11,1447.44,145.56,170.63,330.35,79.07,69.47,250.19,37.72,63.75,233.02,237.86,538.95,34.48,87.22,53.01,131.84,321.7,144.53,121.67,67.09,235.61,256.26,94.38,17.27,141.79,154.45,74.17,86.1,311.56,385.08,137.29,46.24,77.72,540.31,86.99,250.21,304.41,125.35,161.58,57.19,91.59,196.94,203.92,95.69,86.08,619.32,49.5,60.77,191.79,56.38,114.89,115.94,237.01,31.22,41.32,128.99,88.07,138.02,81.85,220.17,175.18,147.97,234.33,304.25,156.74,35.84,62.07,601.01,284.72,138.26,94.84,1495.52,157.51,503.31,92.0,70.91,127.08,327.65,131.86,227.25,122.22,91.72,102.12,174.92,100.01,42.61,90.32,39.73,204.54,43.44,183.66,65.84,61.39,121.27,165.88,120.06,38.75,93.12,46.18,42.4,228.93,102.9,103.04,233.45
172.39,305.94,3152.79,923.32,2865.86,2860.32,314.99,171.63,483.17,243.19,237.09,161.53,152.56,81.41,228.39,359.67,135.88,382.2,140.65,53.0,48.28,60.96,519.77,242.27,172.49,590.16,139.33,55.15,78.56,142.02,53.31,129.71,594.42,49.33,347.5,513.54,260.06,48.01,56.33,64.99,103.59,287.63,219.23,171.42,179.47,242.39,145.39,93.01,76.01,102.73,222.11,123.6,18.18,229.07,108.49,224.79,414.39,191.5,446.26,153.49,137.15,91.87,82.11,246.43,198.41,214.04,544.02,185.85,104.11,389.33,369.49,91.9,367.6,50.19,66.08,126.08,135.57,206.25,809.82,577.52,206.45,67.02,2442.93,99.01,95.0,206.59,104.25,250.95,285.73,410.17,153.25,199.54,160.73,221.37,180.3,161.03,68.69,63.9,246.17,132.25,34.3,81.17,120.94,69.18,268.85,210.35,112.18,145.03,622.96,241.96,291.31,59.7,80.18,63.98,81.12,702.15,281.73,113.7,369.75,579.07,129.76,109.07,228.92,270.42,42.77,362.85,79.25,38.42,212.29,608.92,313.35,113.76,60.93,17.96,104.88,202.36,151.0,515.5,429.85,38.51,150.35,95.38,239.08,136.27,78.19,51.29,263.08,346.88,37.05,75.71,60.6,89.17,163.01,447.95,227.85,244.11,71.1,162.74,108.87,646.43,60.99,377.38,265.56,80.57,43.52,213.24,132.66,68.99,40.8,2018.7,78.76,198.12,358.38,28.9,86.82,67.92,86.7,308.89,111.26,67.47,187.48,145.16,118.34,171.9,147.51,80.43,119.91,30.58,145.5,50.25,241.24,420.35,314.33,68.19,44.77,1483.44,145.18,177.21,336.37,78.76,68.78,249.89,37.6,64.69,236.79,237.33,526.44,36.94,88.84,52.87,133.49,321.55,145.79,122.12,66.64,235.57,275.72,94.16,17.35,141.12,156.28,73.18,86.71,302.97,381.81,137.71,45.84,76.06,554.71,86.09,247.3,320.91,125.27,158.74,59.29,90.12,197.75,202.78,94.64,84.29,619.63,48.6,61.81,190.61,54.99,114.05,117.23,239.01,31.94,40.49,127.1,87.74,150.26,82.44,221.53,179.56,148.7,237.86,308.1,152.99,34.75,62.89,613.31,280.68,134.49,94.53,1491.9,155.5,489.86,95.63,70.93,126.46,309.58,132.2,228.6,122.32,91.46,101.23,175.91,100.22,42.19,88.29,39.85,201.46,43.66,185.31,73.04,61.16,122.83,166.21,120.0,38.24,93.68,47.34,42.43,232.81,101.73,100.98,234.07
171.66,300.95,3158.71,907.34,2784.02,2778.76,316.51,171.06,483.7,247.28,224.91,160.32,153.07,82.39,227.16,357.35,138.55,376.13,142.53,53.21,48.51,61.6,515.89,243.55,171.81,587.63,137.96,55.17,77.58,142.51,53.0,128.05,587.05,48.86,343.96,507.1,259.85,48.18,57.33,66.19,103.58,285.15,216.97,169.95,175.09,241.15,145.14,94.03,75.68,101.99,223.53,123.67,18.06,227.02,109.41,225.06,405.25,192.48,449.43,152.05,137.24,92.94,80.74,246.26,199.82,211.29,545.28,187.87,105.18,392.34,372.2,93.14,368.15,50.39,66.36,121.41,136.13,205.98,816.92,573.2,211.92,67.48,2483.05,99.9,95.19,205.0,104.34,248.19,284.89,402.1,153.32,200.32,161.17,224.48,180.89,160.82,67.65,63.76,242.67,131.64,33.65,80.87,122.05,69.35,269.27,209.7,111.13,145.09,622.36,243.26,286.12,59.58,80.17,64.21,81.12,698.15,279.22,114.69,373.16,571.37,127.68,109.1,224.82,264.04,42.91,362.75,79.5,38.9,212.12,610.75,314.43,114.1,63.37,17.89,105.89,200.59,150.13,510.98,430.35,40.27,152.17,95.73,232.41,137.0,79.83,50.71,254.38,336.51,37.54,75.98,59.91,89.81,160.27,443.22,226.48,243.73,71.57,166.04,102.81,634.03,61.79,375.6,270.2,80.79,43.64,217.46,133.27,68.87,41.0,1996.5,79.92,196.92,355.92,28.34,87.74,68.14,89.63,305.14,111.12,66.68,186.69,146.05,119.27,171.33,146.72,80.73,119.97,30.71,148.64,49.55,240.48,420.86,307.22,68.04,44.67,1452.94,148.92,178.84,332.2,77.97,68.75,245.92,37.49,65.27,236.45,237.62,517.76,36.04,90.29,52.59,135.72,321.56,146.87,124.76,66.79,236.61,293.19,93.35,17.46,140.37,156.36,73.65,86.87,303.77,379.87,136.4,45.72,75.37,550.45,86.6,244.37,314.19,125.08,156.97,58.7,89.55,197.03,204.71,94.72,84.54,633.24,49.09,62.25,187.56,53.44,116.5,118.42,237.55,32.51,40.98,127.97,88.49,152.62,81.66,221.3,180.48,151.84,235.9,311.91,152.83,34.72,63.26,618.4,280.27,135.26,94.3,1499.95,155.42,500.22,95.23,70.73,126.42,305.89,130.84,226.54,122.17,91.8,102.19,175.07,99.48,42.2,99.09,40.94,199.75,44.6,187.35,73.57,61.56,111.67,166.08,119.6,38.57,92.41,48.32,41.67,232.13,101.89,101.14,234.43
174.83,304.56,3228.27,922.0,2787.98,2784.26,321.44,171.51,493.41,251.08,220.18,159.96,155.95,80.26,227.94,361.44,136.44,374.37,143.51,51.7,49.38,62.0,521.15,239.91,172.02,600.22,137.99,55.34,76.91,142.48,52.82,128.65,587.53,49.21,345.07,511.31,260.08,48.81,58.75,65.89,103.85,285.62,217.43,172.63,178.59,242.95,143.53,95.07,75.46,104.21,241.01,128.23,18.07,231.76,110.83,225.2,399.78,194.56,465.76,151.19,137.02,91.33,80.79,245.32,201.5,212.95,554.23,194.0,106.35,396.04,389.88,94.96,370.1,50.42,67.12,120.26,138.75,208.41,807.39,591.27,213.27,68.05,2541.38,99.31,94.92,207.9,104.41,255.1,283.39,403.53,153.88,201.3,162.41,231.77,177.49,163.13,67.89,63.7,241.41,128.71,34.11,84.12,125.44,70.44,276.49,211.36,111.42,145.15,617.94,240.94,287.91,59.58,80.33,65.85,80.92,690.52,279.67,111.53,379.32,576.29,127.59,109.2,225.47,270.02,44.16,362.44,80.23,40.63,214.46,609.12,315.08,111.46,63.56,17.72,99.54,202.77,151.5,513.25,433.0,38.9,155.98,97.12,239.48,137.91,79.29,49.46,252.81,338.21,38.34,76.69,61.09,90.2,153.31,445.79,220.83,243.86,76.5,171.55,102.29,637.13,62.7,385.22,277.03,85.67,43.02,218.94,133.23,70.33,39.35,2017.01,81.34,202.53,354.77,28.21,89.17,68.43,88.49,309.11,115.57,67.46,186.58,143.58,121.33,172.5,148.37,79.99,121.02,30.41,153.38,50.37,241.1,425.53,314.86,67.55,45.5,1460.35,142.04,178.9,334.4,78.65,68.84,247.37,38.0,66.04,238.51,238.9,521.61,35.98,88.82,51.19,139.36,318.33,144.02,127.18,67.25,236.39,293.51,95.48,17.29,140.81,157.07,75.44,88.41,304.73,383.55,134.37,46.06,80.13,546.14,86.42,240.49,318.05,124.97,159.06,59.73,87.19,198.19,207.0,94.47,84.72,645.82,49.79,63.62,186.95,53.62,114.78,122.96,241.05,31.76,41.79,128.92,87.76,151.73,84.07,222.39,184.29,151.28,225.14,315.32,154.25,34.94,62.73,635.26,281.03,135.46,93.66,1500.69,155.66,515.49,93.31,66.38,126.95,310.57,134.24,223.51,123.36,92.05,103.84,177.1,101.3,42.74,98.71,42.61,199.16,46.07,193.9,76.49,61.54,119.88,168.42,119.93,38.85,93.45,49.5,41.79,231.98,102.44,100.8,236.07
176.28,311.21,3223.79,932.0,2831.84,2829.06,322.38,171.49,498.1,267.05,232.0,159.6,156.6,79.0,230.87,364.37,137.79,381.37,143.2,51.47,49.28,61.04,528.83,243.27,171.94,611.34,137.69,56.29,76.53,147.23,53.5,130.49,589.85,49.77,355.53,521.75,259.86,49.91,59.06,67.14,104.1,292.01,222.04,176.71,183.95,246.49,146.26,96.0,76.66,106.09,237.19,132.85,18.49,233.66,104.79,225.07,407.29,196.62,468.01,155.37,137.79,92.95,83.45,249.89,203.6,216.64,579.4,196.4,108.73,394.54,395.4,94.52,374.53,50.6,67.84,122.94,144.2,211.16,813.0,613.97,215.86,67.96,2626.98,99.25,97.13,208.96,104.71,260.22,292.18,412.89,156.44,202.29,163.64,232.38,179.64,168.21,68.08,63.38,249.51,134.6,34.74,88.12,128.08,71.47,277.24,210.76,112.59,146.64,619.77,244.24,293.77,59.75,80.32,65.5,80.87,718.61,286.62,113.31,384.36,607.44,129.05,108.43,226.75,273.96,44.75,369.19,81.5,43.56,215.44,614.75,320.04,114.99,63.15,18.35,102.18,205.79,156.85,534.49,436.54,39.4,158.84,98.42,243.42,137.75,79.79,50.72,259.36,343.26,40.19,77.28,61.99,89.38,164.03,454.07,221.82,244.24,77.74,173.53,112.84,640.22,62.41,400.13,278.79,85.95,42.6,220.56,131.89,70.42,40.3,2005.31,81.39,209.76,367.86,29.84,91.69,68.17,88.84,324.18,120.08,69.39,191.34,146.92,121.19,172.73,154.4,81.8,124.12,30.47,153.14,51.54,251.34,447.88,329.84,68.56,45.15,1608.74,143.09,186.9,339.64,79.99,69.19,255.57,38.4,66.04,243.45,240.71,531.81,37.83,89.45,52.12,141.6,326.3,146.37,124.68,67.43,238.5,307.94,97.42,17.37,144.44,160.5,78.43,89.45,314.25,391.57,135.79,47.98,81.49,561.47,86.38,248.75,335.6,127.7,162.18,60.61,90.32,199.06,203.64,94.32,86.29,650.25,49.99,63.66,191.15,54.51,115.95,124.85,246.48,32.65,42.57,132.6,87.36,155.5,83.77,226.81,183.05,153.26,228.62,319.16,156.99,34.95,63.64,639.45,286.43,136.52,94.68,1554.67,155.73,545.94,93.31,68.83,127.64,315.9,139.28,225.5,129.44,92.33,106.0,179.78,102.59,42.95,98.72,43.88,205.33,47.02,196.95,79.94,61.77,120.05,172.15,120.52,38.68,94.05,49.19,42.82,236.66,102.3,100.48,240.4
172.12,302.38,3180.07,904.55,2772.4,2772.05,319.85,169.42,486.72,258.24,228.07,157.17,155.95,78.24,225.59,355.09,136.04,374.39,142.71,50.6,49.05,61.38,518.48,239.64,168.37,591.36,136.08,54.87,76.56,152.16,53.04,127.76,580.28,48.92,342.39,495.02,256.87,48.86,59.05,66.51,105.07,282.2,217.67,170.66,174.07,242.12,144.82,95.06,75.45,104.88,228.82,125.77,18.3,227.4,105.32,220.68,396.45,191.75,457.6,148.43,133.52,91.91,81.85,242.51,203.07,213.84,557.58,195.51,107.57,385.43,393.15,92.85,370.57,50.18,67.5,119.02,139.77,205.54,778.19,610.46,218.75,66.77,2628.38,98.79,95.31,208.6,99.79,255.44,292.49,406.27,153.51,199.37,159.74,230.27,173.05,161.67,65.95,61.79,244.05,134.53,33.99,91.02,125.13,70.64,271.94,210.63,110.64,143.82,618.22,235.89,287.28,59.21,78.25,64.62,79.72,687.72,279.93,112.66,382.02,594.87,126.72,106.51,219.83,272.33,43.75,359.09,81.45,43.91,211.52,606.52,315.61,113.69,60.53,18.08,99.18,202.1,154.79,527.75,432.17,39.17,157.51,96.87,240.01,135.56,79.74,50.34,252.38,350.14,37.75,76.44,60.95,87.39,160.42,442.31,222.12,240.41,73.84,174.68,108.94,658.45,62.22,389.71,273.53,84.15,42.04,215.22,130.95,70.5,40.68,1939.54,82.94,199.05,358.08,30.09,90.25,67.08,89.89,311.15,121.59,68.34,187.35,140.21,121.38,172.43,148.87,80.68,120.37,30.14,154.2,50.95,238.52,442.27,325.36,67.24,45.17,1578.0,143.98,187.88,334.35,77.6,67.08,250.43,38.11,65.55,239.64,237.3,526.2,37.08,89.46,52.22,137.93,318.08,145.53,123.28,65.85,221.86,311.11,96.57,17.2,141.66,158.81,74.93,87.75,304.42,381.65,134.98,47.15,80.33,545.11,84.03,242.0,346.16,124.15,156.16,58.81,86.97,194.69,203.42,92.0,83.83,649.24,49.22,63.47,185.21,52.86,115.84,124.77,244.35,32.41,41.82,136.4,84.69,174.6,81.55,220.04,183.11,147.83,226.58,315.9,153.81,34.29,63.02,642.31,277.33,135.49,92.99,1521.7,150.41,532.36,92.4,66.0,125.73,307.17,135.92,223.22,127.07,92.2,104.21,176.6,102.09,42.49,97.88,43.9,198.86,46.53,197.52,82.14,60.57,118.77,169.23,115.88,38.28,92.67,49.12,42.22,233.55,100.44,98.71,231.17
168.64,295.04,3065.87,860.0,2685.65,2682.6,319.14,167.71,478.13,239.49,219.55,156.29,153.92,80.21,224.69,350.29,138.81,369.77,142.01,50.78,47.92,60.29,509.67,235.74,168.58,573.42,135.33,53.9,76.64,149.47,53.32,125.49,566.29,47.62,329.18,473.97,255.16,47.63,58.31,66.88,107.96,272.66,207.9,164.4,164.64,238.81,140.18,95.27,74.96,102.99,228.2,113.18,18.21,225.91,104.24,213.49,387.66,186.99,447.91,146.31,132.69,93.52,79.75,236.9,201.24,211.56,535.81,191.81,104.57,396.19,392.67,89.11,363.06,50.37,67.15,115.29,132.49,203.79,772.49,583.72,212.3,66.7,2530.01,96.83,93.73,204.06,99.75,251.65,283.16,391.31,152.21,198.87,159.54,227.5,168.88,153.9,66.79,62.07,241.03,123.57,33.37,89.76,124.48,68.7,269.98,207.36,109.0,142.64,638.41,233.89,283.42,58.55,79.08,63.58,79.53,671.52,273.1,116.75,399.32,559.99,125.93,106.2,217.72,267.21,43.11,358.17,81.5,42.8,213.76,604.73,300.77,111.92,63.86,17.55,97.4,200.63,150.66,510.15,423.97,40.62,156.0,94.74,237.57,135.98,81.19,48.83,244.39,332.29,35.29,76.47,61.09,87.65,161.32,437.83,230.88,232.21,67.99,169.88,107.88,668.28,60.74,369.23,271.19,83.32,42.13,222.97,132.33,71.03,42.98,1949.11,82.57,186.74,330.9,29.57,87.34,68.06,92.0,295.29,118.41,66.45,184.42,136.29,119.86,171.76,142.5,80.11,118.91,30.71,149.53,51.05,227.13,420.56,310.27,67.49,46.27,1561.48,141.83,181.86,316.72,75.18,66.96,244.28,37.33,65.31,232.77,235.94,515.05,35.84,93.2,54.11,137.43,312.01,146.7,123.38,65.95,216.0,293.69,94.27,17.54,137.2,155.65,71.33,85.91,300.53,375.53,134.1,45.5,79.28,534.26,84.26,240.67,321.76,122.07,152.18,58.38,86.38,192.91,205.19,91.21,82.8,638.33,48.7,62.33,185.65,51.95,120.24,124.14,243.92,33.52,41.56,133.84,84.12,167.4,79.64,214.59,182.3,144.25,221.19,304.0,149.9,34.73,64.51,627.25,268.34,130.81,92.81,1430.41,149.46,509.1,96.2,62.76,120.18,295.65,134.0,222.17,120.92,91.97,101.51,172.41,101.77,41.87,97.99,42.33,196.92,45.53,192.12,76.3,60.25,116.21,165.04,116.16,38.03,92.44,48.54,41.83,228.39,100.75,97.9,225.0
168.88,295.0,3103.34,875.76,2710.52,2706.0,314.28,165.6,474.4,242.67,217.7,156.74,152.49,78.98,225.34,351.56,136.67,374.16,143.0,49.8,47.42,60.68,506.56,234.69,166.7,578.58,133.95,53.18,76.47,150.85,53.27,122.78,561.19,47.4,326.13,474.01,253.39,47.58,57.85,66.81,109.24,271.5,206.4,162.47,165.13,242.55,141.59,93.57,74.92,102.31,224.27,114.27,18.15,225.95,103.0,213.99,380.71,186.69,443.97,145.34,130.15,91.55,78.95,234.29,199.89,208.57,529.05,192.35,102.57,386.97,387.26,87.74,360.24,50.09,66.46,114.12,131.86,201.98,760.31,579.58,210.04,66.14,2545.66,96.6,93.65,202.07,99.95,250.45,281.14,396.57,151.71,196.43,158.01,225.24,167.58,153.98,65.85,61.11,239.17,121.2,33.92,89.86,125.51,67.99,268.9,204.57,107.73,141.77,623.53,231.23,279.88,57.87,78.75,63.0,79.26,669.38,270.48,113.41,390.6,558.25,124.84,106.21,219.17,272.27,42.73,355.64,81.5,42.45,211.17,607.94,303.85,111.5,64.35,17.46,97.89,200.61,152.17,521.02,419.64,39.3,155.14,93.97,235.42,135.13,79.16,48.4,243.49,323.47,34.59,76.12,60.83,86.18,142.47,442.19,224.05,228.46,67.75,171.33,111.64,661.04,58.99,365.16,270.67,82.01,42.2,219.82,132.37,70.13,41.23,1924.6,81.99,185.88,329.45,29.42,86.24,67.63,89.72,294.96,117.35,66.5,182.91,136.14,115.8,170.77,142.08,79.67,118.48,30.08,151.43,50.9,226.9,407.0,310.35,66.89,45.69,1563.95,139.9,180.6,313.64,75.31,66.4,239.9,36.51,64.22,232.98,233.85,505.53,35.69,90.52,52.26,136.96,309.35,146.96,124.8,64.77,213.81,291.13,94.27,17.19,135.21,153.35,71.19,85.45,301.14,370.5,133.4,44.79,79.32,532.97,83.02,238.15,320.25,121.4,151.45,58.18,85.92,191.81,203.35,89.63,82.57,630.74,47.36,61.47,183.62,51.92,116.89,124.16,233.62,32.36,40.91,131.61,82.21,164.35,79.75,214.12,180.41,144.14,218.86,300.95,149.27,34.59,62.92,621.53,268.37,130.16,92.98,1416.12,148.03,505.67,94.73,60.57,118.57,293.95,136.6,219.44,122.82,91.66,98.21,171.77,100.15,41.29,94.88,41.97,194.21,45.38,197.17,76.51,60.06,116.99,165.93,116.05,38.1,92.28,48.23,41.4,227.93,100.4,97.57,220.98
