Date,apple,microsoft,amazon com,tesla,alphabet,alphabet,berkshire hathaway,unitedhealth,johnson & johnson,nvidia,meta platforms,procter & gamble,jpmorgan chase &,exxon mobil,visa,home depot,chevron,mastercard,abbvie,pfizer,bank of,coca cola,costco wholesale,pepsico,broadcom,eli lilly,walmart,thermo fisher scientific,verizon communications,cisco systems,walt disney,merck &,abbott laboratories,comcast,accenture,adobe,intel corporation,mcdonalds,wells fargo,danaher,bristol myers squibb,salesforce,texas instrument,nike,philip morris,union pacific,raytheon technologies,qualcomm,nextera,medtronic,advanced micro devices,amgen,at&t,united parcel service,cvs health,lowes companies,s&p global,honeywell,conocophillips,prologis,international business machines,oracle,anthem,american tower,intuit,caterpillar,target,deere,morgan stanley,american express,lockheed martin,charles schwab,goldman sachs,citigroup,altria,paypal holdings,applied material,general electric,blackrock,boeing,servicenow,automatic data processing,netflix,booking holdings,mondelez,starbucks,intuitive surgical,chubb ltd,duke,marsh & mclennan,stryker,zoetis,3m,crown castle,cigna,analog devices,southern,cme,gilead sciences,blackstone,micron technology,csx,t mobile us,tjx,pnc financial services,edwards lifesciences,becton dickinson,regeneron,aon,vertex,us bancorp,dominion,truist financial,colgate palmolive,eog resources,equinix,waste management,northrop grumman,intercontinental exchange,lam research,illinois tool,progressive,boston scientific,norfolk southern,charter communications,freeport mcmoran,fidelity national information serv,public storage,activision blizzard,estee lauder,newmont,general dynamics,ford motor,sherwin williams,dollar general,schlumberger,fiserv,eaton,humana,emerson electric,capital one financial,palo alto networks,general motors,sempra,air products and chemicals,marathon petroleum,moodys,hca healthcare,archer daniels midland,pioneer natural resource,dow,fedex,american electric power,american,uber technologies,marvell technology,block,marriott,kla,centene,metlife,l3harris technologies,occidental petroleum,mckesson,moderna,roper technologies,exelon,oreilly automotive,illumina,kimberly clark,warner bros. discovery inc series,sysco,nxp semiconductors,autozone,johnson controls,prudential financial,nucor,general mills,ecolab,cognizant technology solutions,iqvia holdings,synopsys,dexcom,williams,digital realty,valero,paychex,corteva,travelers companies,hilton worldwide holdings,realty income,chipotle mexican grill,kroger,welltower,autodesk,lululemon athletica,crowdstrike holdings,aflac,simon property,cadence design systems,fortinet,amphenol,idexx laboratories,xcel,hp,workday,sba communications reit corp class,devon,constellation brands,phillips 66,global payments,twitter,dollar tree,public service enterprise,motorola solutions,allstate,kinder morgan,baxter,agilent technologies,arthur j gallagher,msci,ross stores,microchip technology,electronic arts,parker hannifin,carrier global,cintas,yum brands,snowflake,avalonbay communities,trane technologies,dupont de nemours,consolidated edison,atlassian,ebay,equity residential,halliburton,verisk analytics,hershey foods,wec,transdigm,alexandria real estate equities,bank of new york mellon,resmed,walgreen boots alliance,discover financial services,fastenal,monster beverage,international flavors & fragrances,cheniere,weyerhaeuser,eversource,ameriprise finance,ppg industries,otis worldwide,oneok,m&t bank,biogen,t rowe price,svb financial,datadog,kraft heinz,rockwell automation,willis towers watson,hess,american water works,paccar,mettler toledo,ametek,cummins,aptiv,kkr and,align technology,arista networks,first republic bank,cbre,delta air lines,lyondellbasell industries nv class,republic services,extra space storage,southwest airlines,ball,cerner,old dominion freight line,tyson foods,expedia,edison,keysight technologies,zimmer biomet holdings,dte,invitation homes,trade desk,fifth third bancorp,state street,veeva systems,keurig dr pepper,corning,west pharmaceutical services,mccormick & co non voting
2022-02-09,176.28,311.21,3223.79,932.0,2831.84,2829.06,322.38,498.1,171.49,267.05,232.0,159.6,156.6,79.0,230.87,364.37,137.79,381.37,143.2,51.47,49.28,61.04,528.83,171.94,611.34,243.27,137.69,589.85,53.5,56.29,147.23,76.53,130.49,49.77,355.53,521.75,49.91,259.86,59.06,292.01,67.14,222.04,176.71,146.26,104.1,246.49,96.0,183.95,76.66,106.09,132.85,237.19,18.49,225.07,104.79,233.66,407.29,196.62,92.95,155.37,137.79,83.45,468.01,249.89,579.4,203.6,216.64,395.4,108.73,196.4,394.54,94.52,374.53,67.84,50.6,122.94,144.2,99.25,813.0,215.86,613.97,211.16,412.89,2626.98,67.96,97.13,292.18,208.96,104.71,156.44,260.22,202.29,163.64,179.64,232.38,168.21,68.08,249.51,63.38,134.6,88.12,34.74,128.08,71.47,210.76,112.59,277.24,619.77,293.77,244.24,59.75,80.32,65.5,80.87,113.31,718.61,146.64,384.36,129.05,607.44,226.75,108.43,44.75,273.96,614.75,43.56,114.99,369.19,81.5,320.04,63.15,215.44,18.35,286.62,205.79,39.4,102.18,156.85,436.54,98.42,158.84,534.49,50.72,137.75,259.36,79.79,343.26,243.42,77.28,221.82,61.99,244.24,89.38,62.41,40.19,77.74,112.84,173.53,400.13,85.95,70.42,220.56,40.3,278.79,164.03,454.07,42.6,640.22,367.86,131.89,29.84,81.39,209.76,2005.31,69.39,121.19,120.08,68.17,191.34,91.69,255.57,324.18,447.88,30.47,146.92,88.84,124.12,51.54,172.73,153.14,68.56,1608.74,45.15,81.8,251.34,339.64,186.9,66.04,143.09,154.4,329.84,79.99,531.81,69.19,38.4,243.45,326.3,52.12,240.71,89.45,146.37,37.83,141.6,67.43,238.5,124.68,17.37,89.45,144.44,160.5,561.47,97.42,78.43,135.79,314.25,47.98,391.57,127.7,307.94,248.75,162.18,81.49,86.38,335.6,60.61,90.32,32.65,199.06,203.64,94.32,650.25,191.15,63.66,246.48,49.99,124.85,54.51,86.29,132.6,115.95,42.57,87.36,319.16,156.99,83.77,63.64,183.05,226.81,153.26,639.45,155.5,34.95,286.43,228.62,93.31,155.73,94.68,1554.67,136.52,225.5,139.28,68.83,545.94,129.44,179.78,106.0,43.88,102.59,127.64,205.33,47.02,94.05,92.33,315.9,98.72,196.95,61.77,172.15,120.05,120.52,42.82,79.94,49.19,101.67,236.66,38.68,42.95,408.78,102.3
2022-02-10,172.12,302.38,3180.07,904.55,2772.4,2772.05,319.85,486.72,169.42,258.24,228.07,157.17,155.95,78.24,225.59,355.09,136.04,374.39,142.71,50.6,49.05,61.38,518.48,168.37,591.36,239.64,136.08,580.28,53.04,54.87,152.16,76.56,127.76,48.92,342.39,495.02,48.86,256.87,59.05,282.2,66.51,217.67,170.66,144.82,105.07,242.12,95.06,174.07,75.45,104.88,125.77,228.82,18.3,220.68,105.32,227.4,396.45,191.75,91.91,148.43,133.52,81.85,457.6,242.51,557.58,203.07,213.84,393.15,107.57,195.51,385.43,92.85,370.57,67.5,50.18,119.02,139.77,98.79,778.19,218.75,610.46,205.54,406.27,2628.38,66.77,95.31,292.49,208.6,99.79,153.51,255.44,199.37,159.74,173.05,230.27,161.67,65.95,244.05,61.79,134.53,91.02,33.99,125.13,70.64,210.63,110.64,271.94,618.22,287.28,235.89,59.21,78.25,64.62,79.72,112.66,687.72,143.82,382.02,126.72,594.87,219.83,106.51,43.75,272.33,606.52,43.91,113.69,359.09,81.45,315.61,60.53,211.52,18.08,279.93,202.1,39.17,99.18,154.79,432.17,96.87,157.51,527.75,50.34,135.56,252.38,79.74,350.14,240.01,76.44,222.12,60.95,240.41,87.39,62.22,37.75,73.84,108.94,174.68,389.71,84.15,70.5,215.22,40.68,273.53,160.42,442.31,42.04,658.45,358.08,130.95,30.09,82.94,199.05,1939.54,68.34,121.38,121.59,67.08,187.35,90.25,250.43,311.15,442.27,30.14,140.21,89.89,120.37,50.95,172.43,154.2,67.24,1578.0,45.17,80.68,238.52,334.35,187.88,65.55,143.98,148.87,325.36,77.6,526.2,67.08,38.11,239.64,318.08,52.22,237.3,89.46,145.53,37.08,137.93,65.85,221.86,123.28,17.2,87.75,141.66,158.81,545.11,96.57,74.93,134.98,304.42,47.15,381.65,124.15,311.11,242.0,156.16,80.33,84.03,346.16,58.81,86.97,32.41,194.69,203.42,92.0,649.24,185.21,63.47,244.35,49.22,124.77,52.86,83.83,136.4,115.84,41.82,84.69,315.9,153.81,81.55,63.02,183.11,220.04,147.83,642.31,174.6,34.29,277.33,226.58,92.4,150.41,92.99,1521.7,135.49,223.22,135.92,66.0,532.36,127.07,176.6,104.21,43.9,102.09,125.73,198.86,46.53,92.67,92.2,307.17,97.88,197.52,60.57,169.23,118.77,115.88,42.22,82.14,49.12,101.39,233.55,38.28,42.49,399.55,100.44
2022-02-11,168.64,295.04,3065.87,860.0,2685.65,2682.6,319.14,478.13,167.71,239.49,219.55,156.29,153.92,80.21,224.69,350.29,138.81,369.77,142.01,50.78,47.92,60.29,509.67,168.58,573.42,235.74,135.33,566.29,53.32,53.9,149.47,76.64,125.49,47.62,329.18,473.97,47.63,255.16,58.31,272.66,66.88,207.9,164.4,140.18,107.96,238.81,95.27,164.64,74.96,102.99,113.18,228.2,18.21,213.49,104.24,225.91,387.66,186.99,93.52,146.31,132.69,79.75,447.91,236.9,535.81,201.24,211.56,392.67,104.57,191.81,396.19,89.11,363.06,67.15,50.37,115.29,132.49,96.83,772.49,212.3,583.72,203.79,391.31,2530.01,66.7,93.73,283.16,204.06,99.75,152.21,251.65,198.87,159.54,168.88,227.5,153.9,66.79,241.03,62.07,123.57,89.76,33.37,124.48,68.7,207.36,109.0,269.98,638.41,283.42,233.89,58.55,79.08,63.58,79.53,116.75,671.52,142.64,399.32,125.93,559.99,217.72,106.2,43.11,267.21,604.73,42.8,111.92,358.17,81.5,300.77,63.86,213.76,17.55,273.1,200.63,40.62,97.4,150.66,423.97,94.74,156.0,510.15,48.83,135.98,244.39,81.19,332.29,237.57,76.47,230.88,61.09,232.21,87.65,60.74,35.29,67.99,107.88,169.88,369.23,83.32,71.03,222.97,42.98,271.19,161.32,437.83,42.13,668.28,330.9,132.33,29.57,82.57,186.74,1949.11,66.45,119.86,118.41,68.06,184.42,87.34,244.28,295.29,420.56,30.71,136.29,92.0,118.91,51.05,171.76,149.53,67.49,1561.48,46.27,80.11,227.13,316.72,181.86,65.31,141.83,142.5,310.27,75.18,515.05,66.96,37.33,232.77,312.01,54.11,235.94,93.2,146.7,35.84,137.43,65.95,216.0,123.38,17.54,85.91,137.2,155.65,534.26,94.27,71.33,134.1,300.53,45.5,375.53,122.07,293.69,240.67,152.18,79.28,84.26,321.76,58.38,86.38,33.52,192.91,205.19,91.21,638.33,185.65,62.33,243.92,48.7,124.14,51.95,82.8,133.84,120.24,41.56,84.12,304.0,149.9,79.64,64.51,182.3,214.59,144.25,627.25,167.4,34.73,268.34,221.19,96.2,149.46,92.81,1430.41,130.81,222.17,134.0,62.76,509.1,120.92,172.41,101.51,42.33,101.77,120.18,196.92,45.53,92.44,91.97,295.65,97.99,192.12,60.25,165.04,116.21,116.16,41.83,76.3,48.54,99.17,228.39,38.03,41.87,391.2,100.75
2022-02-14,168.88,295.0,3103.34,875.76,2710.52,2706.0,314.28,474.4,165.6,242.67,217.7,156.74,152.49,78.98,225.34,351.56,136.67,374.16,143.0,49.8,47.42,60.68,506.56,166.7,578.58,234.69,133.95,561.19,53.27,53.18,150.85,76.47,122.78,47.4,326.13,474.01,47.58,253.39,57.85,271.5,66.81,206.4,162.47,141.59,109.24,242.55,93.57,165.13,74.92,102.31,114.27,224.27,18.15,213.99,103.0,225.95,380.71,186.69,91.55,145.34,130.15,78.95,443.97,234.29,529.05,199.89,208.57,387.26,102.57,192.35,386.97,87.74,360.24,66.46,50.09,114.12,131.86,96.6,760.31,210.04,579.58,201.98,396.57,2545.66,66.14,93.65,281.14,202.07,99.95,151.71,250.45,196.43,158.01,167.58,225.24,153.98,65.85,239.17,61.11,121.2,89.86,33.92,125.51,67.99,204.57,107.73,268.9,623.53,279.88,231.23,57.87,78.75,63.0,79.26,113.41,669.38,141.77,390.6,124.84,558.25,219.17,106.21,42.73,272.27,607.94,42.45,111.5,355.64,81.5,303.85,64.35,211.17,17.46,270.48,200.61,39.3,97.89,152.17,419.64,93.97,155.14,521.02,48.4,135.13,243.49,79.16,323.47,235.42,76.12,224.05,60.83,228.46,86.18,58.99,34.59,67.75,111.64,171.33,365.16,82.01,70.13,219.82,41.23,270.67,142.47,442.19,42.2,661.04,329.45,132.37,29.42,81.99,185.88,1924.6,66.5,115.8,117.35,67.63,182.91,86.24,239.9,294.96,407.0,30.08,136.14,89.72,118.48,50.9,170.77,151.43,66.89,1563.95,45.69,79.67,226.9,313.64,180.6,64.22,139.9,142.08,310.35,75.31,505.53,66.4,36.51,232.98,309.35,52.26,233.85,90.52,146.96,35.69,136.96,64.77,213.81,124.8,17.19,85.45,135.21,153.35,532.97,94.27,71.19,133.4,301.14,44.79,370.5,121.4,291.13,238.15,151.45,79.32,83.02,320.25,58.18,85.92,32.36,191.81,203.35,89.63,630.74,183.62,61.47,233.62,47.36,124.16,51.92,82.57,131.61,116.89,40.91,82.21,300.95,149.27,79.75,62.92,180.41,214.12,144.14,621.53,164.35,34.59,268.37,218.86,94.73,148.03,92.98,1416.12,130.16,219.44,136.6,60.57,505.67,122.82,171.77,98.21,41.97,100.15,118.57,194.21,45.38,92.28,91.66,293.95,94.88,197.17,60.06,165.93,116.99,116.05,41.4,76.51,48.23,98.68,227.93,38.1,41.29,383.68,100.4
2022-02-15,172.79,300.47,3130.21,922.43,2732.17,2728.51,316.2,478.23,167.31,264.95,221.0,156.82,154.72,77.99,227.82,353.26,134.26,381.54,144.76,49.79,47.79,60.91,513.92,165.96,602.77,243.84,134.37,556.67,53.36,54.27,154.72,77.81,123.98,48.05,329.41,479.5,48.44,253.81,58.38,269.07,67.77,214.25,166.17,145.58,109.67,249.32,94.04,173.0,75.09,103.91,121.47,223.94,18.37,217.26,102.97,228.1,385.37,189.53,89.68,145.62,129.94,79.77,449.89,233.39,527.78,203.41,207.18,393.4,103.43,197.98,382.22,89.64,363.94,67.0,50.32,115.46,139.84,100.92,781.19,217.73,591.66,204.02,407.46,2635.16,65.87,94.51,289.31,203.65,99.3,153.54,258.72,197.76,157.34,165.6,228.41,162.04,65.02,238.84,61.33,124.95,96.0,34.55,127.03,68.89,207.19,110.93,271.15,630.15,284.52,233.41,58.61,78.17,64.8,78.58,110.9,673.38,142.68,384.77,125.22,593.82,219.74,105.78,44.01,275.13,609.45,43.67,102.85,351.59,81.52,307.53,63.28,212.77,18.08,271.57,199.15,40.09,97.07,155.53,422.1,94.88,158.89,526.4,49.67,134.6,247.83,78.41,329.82,242.39,76.8,219.18,61.86,230.4,85.44,60.38,37.09,74.17,115.21,181.2,387.5,84.08,71.57,217.04,39.85,273.9,151.12,441.95,41.74,674.76,342.12,131.5,30.51,84.35,196.62,1933.9,67.7,118.0,121.58,67.0,183.25,89.06,228.64,306.15,417.51,29.86,136.53,88.53,120.11,50.89,171.6,158.0,67.05,1566.99,46.41,81.16,233.38,318.15,189.3,64.56,141.32,146.07,322.42,76.8,510.87,66.12,37.37,235.46,309.06,51.42,219.55,88.42,143.94,36.98,137.79,64.43,222.89,124.21,17.01,85.59,135.91,155.39,546.38,96.19,74.98,134.5,306.34,45.75,377.75,123.0,300.0,239.96,154.0,81.67,81.36,330.33,59.93,86.32,32.52,194.27,202.88,88.9,656.21,185.18,62.23,235.25,48.3,127.53,52.17,82.78,135.26,113.99,41.83,82.17,308.49,151.64,78.79,62.43,183.93,217.37,146.58,645.23,168.99,34.68,272.3,222.16,93.19,146.77,94.32,1429.76,131.41,222.38,143.61,62.5,528.24,129.94,173.42,99.98,44.49,101.84,118.46,192.18,47.3,91.84,92.03,297.61,93.96,211.93,59.84,169.77,122.14,116.31,41.35,80.52,49.38,100.32,229.91,37.93,42.09,385.37,100.12
2022-02-16,172.55,299.5,3162.01,923.39,2754.76,2749.75,315.65,480.05,167.21,265.11,216.54,158.01,155.0,78.35,228.82,350.09,134.3,382.93,145.87,49.68,47.68,60.9,512.4,166.3,597.21,245.58,133.53,550.35,53.4,54.25,156.35,77.22,123.68,48.09,333.72,477.7,48.23,253.09,58.14,267.69,67.6,211.74,168.24,146.49,111.57,253.81,94.75,172.6,75.23,103.15,117.69,222.66,18.07,215.31,103.94,227.01,386.55,189.06,90.21,144.38,129.18,79.19,458.58,232.33,528.15,203.64,207.81,390.56,101.15,198.38,386.9,89.33,360.05,66.95,50.61,110.54,140.96,101.41,783.42,218.93,590.89,204.24,398.08,2703.26,65.71,95.18,291.14,204.91,99.51,153.94,259.59,195.09,155.63,164.67,229.0,168.34,64.87,238.92,61.9,126.78,96.06,35.17,127.46,67.1,208.59,110.66,271.13,630.9,285.05,235.77,58.6,78.67,64.71,78.34,111.77,673.58,142.57,393.66,125.72,591.47,220.08,106.08,44.19,276.76,609.46,44.25,100.43,351.72,81.46,308.65,64.28,214.41,18.01,272.63,197.35,41.69,96.81,157.03,428.77,95.87,158.86,526.41,50.43,135.23,245.34,78.06,330.62,251.99,76.9,222.48,62.08,229.01,85.41,60.34,36.58,72.1,109.0,183.26,385.65,84.22,71.53,221.62,39.65,275.82,151.81,445.0,42.0,678.44,333.86,131.02,29.38,85.57,199.66,1927.47,67.49,118.16,122.66,66.76,182.81,89.42,232.18,306.79,413.63,30.01,134.6,88.04,120.02,51.46,172.27,156.34,67.44,1575.43,44.57,83.89,233.74,320.04,183.28,64.52,143.86,145.85,320.36,76.95,508.01,65.94,37.89,228.31,303.83,53.85,220.91,88.3,144.29,36.24,136.76,64.79,221.0,123.48,17.13,85.13,135.15,156.21,543.6,95.7,75.5,133.29,310.23,45.65,378.57,123.35,304.7,239.87,152.63,82.12,81.08,318.71,57.65,86.23,33.57,194.07,202.65,89.12,667.97,187.09,62.5,237.57,47.88,126.82,52.34,83.22,137.48,114.89,41.86,81.65,312.11,151.87,78.87,62.65,186.1,214.55,146.15,654.14,173.92,36.62,273.01,225.79,94.26,146.29,94.98,1462.2,131.8,223.31,146.26,62.2,526.38,132.44,175.13,101.65,44.41,103.15,117.55,190.76,47.42,92.04,91.92,297.27,94.45,213.8,59.92,170.13,122.5,116.49,40.45,80.91,49.51,100.28,229.36,37.92,42.39,379.32,98.39
2022-02-17,168.88,290.73,3093.05,876.35,2650.78,2646.17,313.55,470.34,166.19,245.07,207.71,159.82,151.43,78.23,224.61,347.94,133.61,373.7,144.97,48.9,46.07,62.12,515.01,166.75,579.0,240.97,138.88,540.54,53.58,55.77,152.95,76.36,120.58,46.77,322.91,457.71,47.57,250.93,56.15,269.27,67.39,200.03,164.65,142.8,111.9,250.99,94.36,166.8,75.38,101.7,112.37,221.68,17.93,210.71,102.3,223.79,381.49,184.59,91.16,143.28,124.97,75.53,451.34,228.67,496.18,194.74,204.0,380.53,96.15,195.71,388.77,86.02,349.06,64.71,51.37,105.2,136.47,98.46,762.5,213.58,565.75,200.46,386.67,2623.95,66.06,93.05,284.08,203.63,98.73,151.15,251.58,193.07,148.64,163.37,227.11,160.43,64.79,238.85,61.29,122.63,93.73,35.1,124.55,65.17,201.3,106.88,266.15,626.72,281.04,232.77,57.13,79.14,62.55,79.15,112.6,691.61,143.06,398.11,123.25,580.61,217.16,105.23,42.83,273.23,597.83,43.21,97.57,346.06,80.97,304.29,67.75,214.4,17.54,267.22,197.12,41.11,94.33,152.4,424.71,93.19,154.36,499.14,48.82,135.39,240.61,76.96,323.14,250.8,76.65,230.13,61.17,224.37,85.49,61.38,35.71,67.55,104.02,178.17,366.05,82.81,69.81,221.0,39.86,273.35,146.36,438.19,41.75,674.94,317.84,131.63,29.87,84.26,187.61,1893.11,65.82,114.25,120.94,67.79,178.38,85.92,226.36,293.31,387.25,29.69,137.76,87.04,116.35,51.27,170.59,153.04,67.12,1509.86,45.23,82.14,223.39,310.03,169.85,63.2,143.67,138.22,310.54,75.48,493.35,66.1,36.42,216.71,295.98,55.25,218.87,87.04,137.81,35.43,135.75,64.73,215.91,122.64,16.76,82.8,130.25,153.5,531.48,91.75,71.17,130.4,303.02,44.58,370.64,123.48,286.28,236.14,151.43,79.73,81.45,304.0,55.76,84.93,32.97,190.3,202.03,89.39,657.8,186.01,57.35,234.24,46.81,123.08,51.28,82.14,135.7,115.88,39.17,82.28,299.4,149.05,76.22,62.6,182.66,210.6,143.42,620.8,165.81,37.79,266.46,223.17,94.2,148.06,93.64,1417.12,128.32,218.69,143.13,58.41,501.76,129.23,172.62,99.8,43.31,100.95,116.73,188.73,46.38,90.92,91.71,289.74,93.21,209.31,60.25,165.5,119.97,118.55,39.28,79.41,48.19,93.65,219.29,37.92,41.36,387.3,98.08
2022-02-18,167.3,287.93,3052.03,856.98,2608.06,2609.35,314.8,467.81,163.36,236.42,206.16,159.9,152.14,77.36,222.69,346.87,133.42,369.95,144.03,48.53,45.96,62.54,512.67,167.71,579.99,240.31,137.99,537.14,53.83,57.21,151.36,76.37,116.79,46.64,321.18,442.56,45.04,250.6,55.63,266.93,67.55,196.84,166.74,142.95,111.61,251.19,93.37,167.64,74.15,100.58,113.83,220.77,18.02,209.36,102.13,222.69,378.67,182.13,89.63,142.55,124.35,74.57,446.24,228.44,481.2,191.95,204.39,369.1,95.42,194.88,386.46,85.61,346.04,64.14,51.74,103.65,133.35,92.69,756.02,209.03,556.01,200.45,391.29,2616.41,66.0,93.34,280.78,204.71,99.81,152.19,248.14,191.32,147.62,162.34,228.65,160.36,63.77,236.62,61.05,123.86,90.8,34.66,123.98,66.15,201.17,105.62,264.04,615.13,283.8,229.61,57.1,79.15,62.32,79.55,111.62,692.94,142.33,391.25,122.87,569.99,215.81,106.41,42.55,270.22,596.83,43.02,95.64,343.56,81.05,302.99,67.67,215.82,18.04,268.07,199.97,40.21,94.13,153.36,421.75,92.77,153.96,482.17,48.6,135.51,241.97,77.02,323.58,244.1,76.39,233.38,60.59,222.23,85.71,61.73,34.68,67.34,97.72,174.92,358.3,82.06,69.55,217.62,39.56,270.81,145.74,440.33,41.63,676.96,311.97,133.15,29.86,83.55,187.09,1920.01,65.37,114.07,122.93,68.15,178.64,86.36,228.27,287.63,381.24,29.62,135.2,86.72,115.84,50.7,170.63,150.41,66.63,1523.32,45.59,82.86,216.84,308.66,164.93,63.17,140.95,134.95,304.85,76.23,489.45,66.0,36.2,214.47,290.82,54.78,215.85,85.07,136.62,34.32,142.84,64.68,217.81,125.89,16.6,82.35,132.05,154.28,527.0,93.47,71.78,129.33,300.03,44.08,371.57,125.8,273.77,235.09,152.33,78.77,84.61,298.07,55.46,84.36,32.26,189.3,202.59,90.0,648.96,185.61,56.38,231.73,46.61,123.81,51.2,81.27,134.79,116.02,39.18,82.82,300.56,149.64,76.35,61.81,182.35,209.79,143.47,613.13,159.02,38.46,264.59,225.61,93.87,148.26,93.81,1408.46,128.22,218.05,141.15,59.14,498.65,125.92,168.59,99.69,42.84,99.84,117.54,187.48,45.98,90.61,91.45,287.96,92.27,209.17,59.94,160.59,121.02,119.35,38.62,78.05,48.23,93.39,217.9,38.48,41.7,369.49,97.79
2022-02-22,164.32,287.72,3003.95,821.53,2596.27,2588.05,314.16,462.51,161.14,233.9,202.08,157.93,151.87,76.46,221.32,316.17,132.4,368.29,145.56,47.53,45.56,62.28,502.18,168.35,577.46,239.13,136.45,529.89,53.9,56.3,148.09,75.95,117.51,46.94,321.11,438.4,44.69,252.7,55.28,266.18,67.45,195.13,166.69,138.19,108.59,246.27,93.54,165.89,73.78,103.72,115.65,221.41,17.93,208.97,101.92,214.59,380.25,182.56,87.83,142.37,123.92,74.12,444.01,228.37,483.25,191.21,196.35,353.78,94.75,192.44,386.2,84.57,344.27,63.89,51.28,103.17,130.26,94.15,745.48,198.74,550.15,199.9,377.38,2518.22,66.47,93.11,284.0,203.09,99.45,151.14,250.21,190.1,146.75,163.15,227.73,160.88,64.29,238.37,60.98,121.62,90.57,34.24,123.51,65.25,203.08,105.94,264.16,602.89,285.29,230.21,57.8,79.37,62.18,78.85,109.53,680.77,141.53,390.73,123.12,559.72,214.91,106.25,42.98,258.35,595.5,42.36,95.41,342.38,81.23,295.68,67.17,216.82,17.29,261.58,191.94,39.55,93.52,151.76,420.57,92.74,152.93,475.51,46.77,135.51,238.11,75.63,323.05,244.33,76.71,223.2,60.3,217.79,85.99,61.61,33.68,66.7,93.91,173.12,355.74,81.33,68.96,218.96,38.32,269.0,144.97,439.21,41.65,652.21,319.86,132.85,28.28,84.24,187.24,1850.9,65.22,112.76,118.71,67.34,176.71,85.27,226.46,289.47,390.96,29.51,136.0,85.84,115.59,50.67,171.08,147.16,66.04,1480.06,45.04,82.96,215.65,304.58,166.71,62.77,138.05,135.21,297.4,74.94,488.64,65.94,35.19,218.09,297.08,52.67,216.94,84.1,136.02,32.93,139.79,64.68,213.08,125.09,16.54,84.46,130.49,153.73,521.31,92.24,71.79,127.09,295.31,45.29,370.0,124.07,267.78,236.25,150.74,77.96,84.75,295.7,55.15,84.66,31.46,186.44,202.03,89.79,646.1,187.58,55.64,233.27,45.79,122.01,51.05,81.65,133.74,115.72,38.48,82.41,297.4,146.67,76.3,60.16,182.59,209.81,142.21,607.78,158.94,40.4,263.93,223.2,93.87,147.83,93.61,1416.75,127.44,214.09,137.52,58.03,494.11,121.83,171.58,99.17,41.89,99.56,117.16,185.28,45.62,90.04,91.83,286.6,92.44,204.68,60.08,158.59,122.97,118.33,38.8,74.8,48.33,92.43,217.27,38.57,41.12,369.13,96.97
2022-02-23,160.07,280.27,2896.54,764.04,2551.76,2551.7,309.99,459.62,161.22,223.87,198.45,155.96,148.69,76.77,215.95,308.45,135.55,361.23,146.76,46.87,44.78,61.59,495.26,166.69,565.19,238.31,135.05,528.58,53.41,54.44,145.87,75.84,117.25,45.13,313.16,429.45,44.65,247.79,53.95,262.39,67.93,190.54,165.64,136.83,108.59,244.82,92.24,161.62,72.32,103.03,109.76,221.0,17.74,204.48,102.24,215.09,373.37,178.96,88.23,140.76,122.07,72.47,442.53,227.45,467.0,186.67,189.9,337.52,93.55,188.95,388.9,82.55,341.19,63.22,51.95,100.72,127.86,92.65,732.49,196.42,524.7,196.29,367.46,2469.83,66.28,89.65,276.5,201.41,97.67,148.74,253.62,187.06,144.38,159.93,225.09,156.49,62.84,235.56,61.35,120.83,87.31,33.4,121.44,62.5,199.01,105.33,268.66,608.98,280.25,230.69,56.65,77.64,60.6,78.64,110.33,674.13,140.6,386.08,123.69,542.39,213.49,104.62,43.71,253.66,570.6,42.46,92.25,353.45,80.71,290.93,68.25,216.27,16.95,259.4,188.34,39.74,92.6,149.31,413.76,90.91,149.47,477.61,46.38,133.64,234.67,75.72,318.89,241.78,75.24,225.27,59.97,214.84,84.64,61.54,32.39,64.82,88.72,167.97,343.78,81.35,68.05,216.29,38.69,268.3,135.73,429.17,40.97,631.75,315.28,131.94,28.21,84.09,185.15,1794.28,63.83,110.89,117.98,67.11,173.06,84.65,223.08,285.53,376.31,30.12,132.23,86.35,113.61,50.42,170.14,143.37,65.25,1428.89,44.53,80.89,209.02,295.24,161.83,61.59,134.07,140.88,284.51,73.67,474.68,64.93,34.54,213.01,291.35,53.55,212.48,83.98,133.52,32.76,136.2,63.57,207.64,123.28,16.77,85.74,126.0,151.68,509.4,88.02,70.3,126.72,289.92,43.84,363.91,121.59,252.63,234.38,148.97,75.05,84.4,281.02,54.59,83.73,31.68,177.62,202.57,88.34,627.12,185.75,53.35,233.23,45.46,120.02,49.62,79.41,133.39,118.92,37.28,79.7,291.56,140.61,74.69,60.78,180.81,209.08,139.69,585.28,149.44,40.1,257.2,216.82,93.94,146.73,91.28,1380.65,124.77,205.83,133.25,57.99,482.66,118.17,161.87,96.05,40.19,98.46,115.96,186.61,44.01,88.56,93.13,282.48,91.99,198.63,59.02,153.35,122.58,117.26,37.42,74.12,47.17,87.23,209.28,38.06,40.23,357.49,96.61
